component_name,brand,price,color,type
In Win 301,MicroATX Mini Tower,,Black / Red,Case
NZXT Phantom 820,ATX Full Tower,,Black,Case
Cooler Master MasterBox Q300L TUF Gaming Edition,MicroATX Mini Tower,,Black / Gold,Case
BitFenix Prodigy M 2022,MicroATX Mini Tower,79.9,Black / White,Case
Silverstone PS15,MicroATX Mid Tower,69.98,White,Case
Thermaltake CTE E600,ATX Mid Tower,175.74,Black,Case
Thermaltake The Tower 200,Mini ITX Tower,129.99,Beige,Case
Thermaltake Versa H15,MicroATX Mid Tower,240.08,Black,Case
Thermaltake CTE C750 ARGB,ATX Full Tower,179.99,White,Case
SSUPD Meshroom S w/PCIe 4.0 Riser,ATX Mini Tower,,Blue,Case
DIYPC DIY-A1-W,ATX Mid Tower,,White / Black,Case
In Win BL040.300TB3LF,HTPC,,Black,Case
Silverstone ML09,HTPC,97.85,Black,Case
Phanteks ECLIPSE P500A,ATX Mid Tower,,White,Case
Thermaltake Chaser MK-I,ATX Full Tower,,Black,Case
NZXT Switch 810,ATX Full Tower,,White / Black,Case
Lian Li PC-V650,ATX Mini Tower,,Black,Case
Thermaltake CTE T500,ATX Full Tower,168.77,Black,Case
In Win BP655.FH300TB3,Mini ITX Tower,,Black / Blue,Case
Enermax MarbleShell MS21 RGB,MicroATX Mid Tower,,White,Case
SHARKOON Rebel C70M RGB,ATX Mid Tower,127.75,Brown / Black,Case
Aerocool Bolt Mini Glass,MicroATX Mini Tower,,Black,Case
Zalman Z10 PLUS,ATX Mid Tower,,Black,Case
Thermaltake H200 TG Snow RGB,ATX Mid Tower,,White,Case
RAIJINTEK PAEAN C7,ATX Mid Tower,,Black,Case
DIYPC V3Plus,Mini ITX Tower,,Black,Case
Deepcool TESSERACT BF,ATX Mid Tower,,Black / Blue,Case
NOX Hummer MC,ATX Mid Tower,,Black / Red,Case
NZXT H700,ATX Mid Tower,,White,Case
Segotep Phoenix,ATX Mid Tower,,Black,Case
Chieftec BX-10B-M-OP,MicroATX Mid Tower,92.33,Black,Case
In Win A5,ATX Mid Tower,105.0,Black,Case
Jonsbo BO 100,Mini ITX Desktop,229.99,Black,Case
ENDORFY Signum 300 Solid,ATX Mid Tower,,Black,Case
Antec P7 NEO,ATX Mid Tower,74.98,Black,Case
GameMax Abyss TR,ATX Mid Tower,89.98,Black,Case
Fractal Design Define 7 Compact,ATX Mid Tower,160.12,White,Case
Cougar MG140 Air RGB,MicroATX Mini Tower,,Black / Gray,Case
Chieftec Hunter,ATX Mid Tower,,Black,Case
SaharaGaming P35,ATX Mid Tower,,Black,Case
KOLINK VOID X ARGB,ATX Mid Tower,,Black,Case
Jonsbo V11,Mini ITX Tower,,Black,Case
Thermaltake V100,ATX Mid Tower,,Black,Case
Corsair 110Q,ATX Mid Tower,,Black,Case
Zalman Z11 Plus,ATX Mid Tower,,Black,Case
Corsair Carbide Series SPEC-03,ATX Mid Tower,,Black / Red,Case
NZXT Phantom 240,ATX Mid Tower,,Black / White,Case
Lian Li PC-A51,ATX Mini Tower,,Black,Case
SilentiumPC Signum SG1 TG,ATX Mid Tower,,Black,Case
In Win Chopin Pro,HTPC,,Black,Case
Fractal Design Meshify 2 Compact TG Light Tint,ATX Mid Tower,159.49,Gray / Black,Case
Jonsbo D41 STD,ATX Mid Tower,,White,Case
CiT S015B LED,MicroATX Desktop,,Black,Case
ADATA XPG STARKER AIR,ATX Mid Tower,69.98,White / Black,Case
Silverstone SUGO 15,Mini ITX Desktop,147.99,Silver,Case
Inter-Tech IM-2 Expander,MicroATX Mid Tower,,Black,Case
Cougar MG120 G,MicroATX Mini Tower,,Black,Case
SHARKOON PURE STEEL RGB,ATX Mid Tower,,Black,Case
KOLINK Castle,ATX Mid Tower,,Black,Case
Corsair Carbide Series 678C,ATX Mid Tower,,Black,Case
Rosewill CHALLENGER,ATX Mid Tower,,Black,Case
Corsair Carbide Series SPEC-04,ATX Mid Tower,,Black / Red,Case
aigo AZ300,ATX Mid Tower,,Black,Case
Silverstone Sugo 16,Mini ITX Tower,87.99,White,Case
Thermaltake Ceres 330 ARGB,ATX Mid Tower,109.99,White,Case
KOLINK Nimbus,ATX Mid Tower,,Black,Case
Aerocool QS-240,MicroATX Mid Tower,,Black,Case
Thermaltake H570 TG ARGB,ATX Mid Tower,,Black,Case
Montech AIR X Black,ATX Mid Tower,,Black,Case
Jonsbo Jonsplus i100 Pro,Mini ITX Desktop,,Silver,Case
Deepcool CC560 Limited,ATX Mid Tower,,Black,Case
In Win DUBILI,ATX Full Tower,,Gold / Black,Case
Corsair Carbide Series Air 540,ATX Mid Tower,,White / Black,Case
Zalman ZM-T3,MicroATX Mini Tower,,Black,Case
NZXT H200,Mini ITX Tower,,White,Case
Aerocool Falcon V2,ATX Mid Tower,,Black,Case
Silverstone CS330B,MicroATX Mini Tower,179.99,Black,Case
Vetroo M03,MicroATX Mini Tower,,Green,Case
Cougar MX430 Air RGB,ATX Mid Tower,118.7,Black,Case
Silverstone FARA R1,ATX Mid Tower,79.16,White / Black,Case
Jonsbo Jonsplus i400,ATX Mid Tower,497.83,Silver,Case
Thermaltake The Tower 200,Mini ITX Tower,134.98,Turquoise,Case
Thermaltake H570 TG ARGB,ATX Mid Tower,119.99,White,Case
Antec NX400,ATX Mid Tower,,Black,Case
In Win 101,ATX Mid Tower,,Black,Case
KOLINK Quantum,ATX Mid Tower,,Black,Case
Phanteks Evolv Shift Air,Mini ITX Tower,,Black,Case
Phanteks Eclipse P400S,ATX Mid Tower,,Black / Red,Case
Xigmatek Master X,ATX Mid Tower,,Black,Case
RAIJINTEK OPHION EVO,Mini ITX Desktop,155.44,Black,Case
KOLINK Observatory MX Glass ARGB,ATX Mid Tower,,Black,Case
Cougar Airface RGB,ATX Mid Tower,,Black,Case
Jonsbo TK-3,ATX Mid Tower,132.0,White,Case
DIYPC ARGB-Q8-BK,MicroATX Mid Tower,,Black,Case
MSI MPG GUNGNIR 100,ATX Mid Tower,,Black,Case
Zalman Z3 Iceberg,ATX Mid Tower,59.99,White,Case
CiT Blaze Red,ATX Mid Tower,,Black / Red,Case
Lian Li PC-O11 Air,ATX Full Tower,,Black,Case
Jonsbo MOD3,ATX Mid Tower,,Gray,Case
NOX Hummer ASTRA,ATX Mid Tower,,White,Case
Phanteks Enthoo Pro M,ATX Mid Tower,,Black,Case
Thermaltake Versa N21,ATX Mid Tower,,White / Black,Case
NZXT H400i,MicroATX Mini Tower,,Black / White,Case
Montech X2 Mesh,ATX Mid Tower,,Black,Case
HYTE Watson Amelia Y40,ATX Mid Tower,,Gold / Black,Case
Geometric Future M4 Caliburn,ATX Mid Tower,89.9,Black / Silver,Case
CiT Mirage F6,ATX Mid Tower,140.74,Black,Case
Azza Celesta 340F,ATX Mid Tower,60.99,Black,Case
Silverstone FARA R1 PRO,ATX Mid Tower,83.98,Black,Case
Rosewill CHALLENGER S,ATX Mid Tower,,Black,Case
Streacom DA2 V2,Mini ITX Desktop,,Black,Case
SHARKOON Rebel C20 ITX RGB,Mini ITX Desktop,424.71,Black,Case
KOLINK UNITY CODE X,ATX Mid Tower,246.4,Black,Case
Deepcool CC560 Limited,ATX Mid Tower,,White,Case
Streacom BC1,ATX Test Bench,,Black,Case
Zalman Z10,ATX Mid Tower,,Black,Case
Antec Nine Hundred,ATX Mid Tower,,Black,Case
Cooler Master CM 690 II,ATX Mid Tower,,Black,Case
Corsair Obsidian Series 250D,Mini ITX Tower,,Black,Case
NZXT S340 Elite,ATX Mid Tower,,Black / Red,Case
Azza Inferno 310,ATX Mid Tower,,Black / Red,Case
Lian Li O11D-PCMR,ATX Full Tower,,Black,Case
Corsair Carbide Series SPEC-06,ATX Mid Tower,,White,Case
Phanteks Eclipse P600S,ATX Mid Tower,,White / Black,Case
In Win D-Frame 2.0,ATX Full Tower,,Black / Gold,Case
Rosewill Zircon I,ATX Mid Tower,,Black,Case
GAMDIAS ATHENA M6,ATX Mid Tower,,White,Case
Jonsbo VR3,Mini ITX Tower,,Black,Case
Azza Legionaire 470,ATX Mid Tower,93.99,Black,Case
Cooler Master MasterBox 540,ATX Mid Tower,,Black,Case
Thermaltake AH T200 Snow,MicroATX Mid Tower,134.98,White,Case
MSI MAG FORGE 111R,ATX Mid Tower,,Black,Case
ADATA XPG INVADER X,ATX Mid Tower,169.0,White,Case
Cooler Master N300,ATX Mid Tower,,Black,Case
be quiet! Silent Base 601,ATX Mid Tower,129.9,Black,Case
Antec NX210,ATX Mid Tower,,Black,Case
Enermax StarryKnight SK30 RGB,ATX Mid Tower,,Black,Case
Corsair Carbide Series 400R,ATX Mid Tower,,Black,Case
Corsair Crystal 570X RGB,ATX Mid Tower,,Black / Red,Case
Cougar Panzer,ATX Mid Tower,,Black,Case
NZXT H700i,ATX Mid Tower,,Black / Blue,Case
MUSETEX Phantom,ATX Mid Tower,,Black,Case
ABKONCORE C750,ATX Mid Tower,,Black,Case
YEYIAN Armageddon 2200,ATX Mid Tower,,Black,Case
GameMax F15M Mesh,ATX Mid Tower,,Black,Case
GAMDIAS ATLAS M1,ATX Mid Tower,89.99,White,Case
KOLINK Unity Lateral Performance,ATX Mid Tower,,Black,Case
LC-Power Gaming 806W Crosswind_X,ATX Mid Tower,,White,Case
Aerocool Skribble,ATX Mid Tower,,Black,Case
Cooler Master MB600L ODD,ATX Mid Tower,,Black / Red,Case
BitFenix Apollo,ATX Mid Tower,,Black,Case
Aerocool CS-101,MicroATX Slim,,Black,Case
Aerocool Cronus,ATX Mid Tower,,Black,Case
Gigabyte C301 GLASS V2,ATX Mid Tower,,Black,Case
Cooler Master Cosmos S,ATX Full Tower,,Black / Gray,Case
NZXT Phantom 410,ATX Mid Tower,,Black,Case
Fractal Design Node 304,Mini ITX Tower,,White,Case
SHARKOON T9 Value,MicroATX Mid Tower,,Black / Red,Case
In Win 101,ATX Mid Tower,,White,Case
In Win 101,ATX Mid Tower,,White / Pink,Case
NZXT H500 Vault Boy,ATX Mid Tower,,Blue / Yellow,Case
Jonsbo Jonsplus i100 Pro,Mini ITX Desktop,,Silver / Black,Case
RAIJINTEK PAN Slim,Mini ITX Desktop,189.9,White,Case
Silverstone GD07B,HTPC,204.72,Black,Case
KOLINK Refine,ATX Mid Tower,,Black,Case
GAMDIAS ATHENA M1 ELITE,ATX Mid Tower,69.99,Black,Case
KOLINK Inspire K9,ATX Mid Tower,,Black,Case
Cooler Master MasterBox NR600P,ATX Mid Tower,,Black,Case
MSI MAG VAMPIRIC 100L,ATX Mid Tower,,Black,Case
Corsair Graphite Series 760T,ATX Full Tower,,White,Case
Cougar Conquer,ATX Mid Tower,,Black / Orange,Case
ADATA XPG VALOR AIR,ATX Mid Tower,,White,Case
SHARKOON M25-V,ATX Mid Tower,,Black,Case
CiT Blaze,ATX Mid Tower,,Black / Blue,Case
Phanteks Evolv X,ATX Mid Tower,,Gray,Case
Silverstone CS381B,MicroATX Desktop,,Black,Case
NZXT Source 530,ATX Full Tower,,Black,Case
NZXT H440,ATX Mid Tower,,Black,Case
Corsair Carbide Series Air 240,MicroATX Mid Tower,,White,Case
Fractal Design Define S,ATX Mid Tower,,Black,Case
Rosewill TYRFING,ATX Mid Tower,,Black,Case
Fractal Design Define Mini C,MicroATX Mid Tower,,Black,Case
Thermaltake Core G21 Tempered Glass Edition,ATX Mid Tower,,Black,Case
Apevia Predator,ATX Mid Tower,73.98,Black,Case
G.Skill Z5i,Mini ITX Tower,139.99,Black,Case
Asus TUF Gaming GT301,ATX Mid Tower,199.99,Pink / Black,Case
Thermaltake CTE E600,ATX Mid Tower,172.91,Blue,Case
Cooler Master MasterBox TD500 Mesh V2 Chun-Li,ATX Mid Tower,,White / Blue,Case
Corsair 480T,ATX Mid Tower,,Black,Case
GameMax Spark Pro,ATX Mid Tower,,Black,Case
MSI MAG VAMPIRIC 010X,ATX Mid Tower,,Black,Case
Jonsbo C6 Handle,MicroATX Mini Tower,,White,Case
MSI MAG VAMPIRIC 300R,ATX Mid Tower,,Black,Case
In Win Chopin,HTPC,,Black,Case
In Win 303,ATX Mid Tower,,Black,Case
SHARKOON VG7-W RGB,ATX Mid Tower,,Black,Case
Streacom DA6 XL,Mini ITX Test Bench,,Black / Silver,Case
In Win DUBILI,ATX Full Tower,,Gray / Orange,Case
Fractal Design Define Mini,MicroATX Mini Tower,,Black,Case
Antec P120 Crystal,ATX Mid Tower,,White,Case
Corsair Obsidian Series 800D,ATX Full Tower,,Black,Case
Thermaltake Core X9 Snow Edition,ATX Desktop,,White,Case
Rosewill SPECTRA C100,ATX Mid Tower,,Black,Case
Phanteks Eclipse P400S,ATX Mid Tower,,Black,Case
SeaSonic SYNCRO Q704,ATX Mid Tower,,Black,Case
Cougar MX330-G Pro,ATX Mid Tower,102.13,White,Case
Thermaltake CTE C700 TG ARGB,ATX Mid Tower,145.97,White,Case
NZXT H510i All Might,ATX Mid Tower,148.9,Blue / Red,Case
KOLINK Stronghold M,MicroATX Mini Tower,,Black,Case
KOLINK Unity Meshbay ARGB,ATX Mid Tower,,Black,Case
Mars Gaming MCZP,MicroATX Mid Tower,,Pink / Black,Case
Antec P7 Silent,ATX Mid Tower,95.18,Black / Silver,Case
Aerocool Playa Slim,MicroATX Mini Tower,127.68,Black,Case
ADATA XPG Battlecruiser,ATX Mid Tower,109.99,Black,Case
Cooler Master HAF 700,ATX Full Tower,,White,Case
Jonsbo D40,ATX Mid Tower,,Black,Case
MagniumGear Neo Mini V2,Mini ITX Desktop,,Black,Case
Deepcool CC560 FS,ATX Mid Tower,,Black,Case
Thermaltake Versa N24,ATX Mid Tower,,Black,Case
Cooler Master HAF 932 Advanced,ATX Full Tower,,Black,Case
NZXT Phantom 410,ATX Mid Tower,,White / Black,Case
Corsair Carbide Series 300R Windowed,ATX Mid Tower,,Black,Case
Fractal Design Arc Midi R2,ATX Mid Tower,,Black,Case
Corsair Obsidian Series 350D,MicroATX Mid Tower,,Black,Case
Zalman Z3 Plus,ATX Mid Tower,,Black,Case
Lian Li PC-O7S,HTPC,,Black,Case
Cooler Master MasterBox 5,ATX Mid Tower,,White,Case
Cooler Master MasterCase H500P,ATX Mid Tower,,Black,Case
Jonsbo A4 Ver1.1,ATX Mini Tower,,Silver,Case
GameMax Titan Silent,ATX Mid Tower,117.99,Black,Case
Thermaltake LANBOX Lite,MicroATX Mini Tower,79.96,Black,Case
Corsair iCUE 5000X RGB Glitch,ATX Mid Tower,249.99,Black / Blue,Case
KOLINK Unity Arena ARGB,ATX Mid Tower,,Black,Case
Inter-Tech C-702 DIORAMA,ATX Mid Tower,,Black,Case
BitFenix Nova Mesh,ATX Mid Tower,,Black,Case
Antec DP503,ATX Mid Tower,,Black,Case
Cooler Master Elite 430,ATX Mid Tower,,Black,Case
Lazer3D LZ7-v1,Mini ITX Desktop,,Black,Case
Corsair Carbide Series 275Q,ATX Mid Tower,,Black,Case
darkFlash DLM 21 Mesh,MicroATX Mini Tower,,Black,Case
Montech X3 Glass,ATX Mid Tower,,White / Black,Case
GameMax Revolt,ATX Mid Tower,,Black,Case
Thermaltake Core P5 V2,ATX Mid Tower,,Black,Case
GameMax MeshBox Pro,ATX Mid Tower,,Black,Case
Enermax LIBLLUSSION LL30,ATX Mid Tower,65.0,Black,Case
Silverstone CS380,ATX Mid Tower,330.51,Black,Case
CiT F3,MicroATX Mini Tower,,Black / Purple,Case
Supermicro SuperChassis 721TQ-350B2,Mini ITX Tower,272.0,Black,Case
Silverstone PS15 PRO,MicroATX Mid Tower,260.02,Black,Case
Fractal Design Vector RS Blackout,ATX Mid Tower,,Black,Case
Apevia Prodigy,MicroATX Mini Tower,74.98,White,Case
Streacom DA2 V2,Mini ITX Desktop,299.99,Silver,Case
KOLINK Stronghold Barricade,ATX Mid Tower,,Black,Case
Thermaltake Versa H22,ATX Mid Tower,,Black,Case
Thermaltake Versa H26,ATX Mid Tower,,Black,Case
SHARKOON VS9 RGB,ATX Mid Tower,,Black,Case
Phanteks Enthoo EVOLV TG,MicroATX Mini Tower,,Black,Case
Fractal Design Define R5,ATX Mid Tower,,White,Case
Deepcool MATREXX 55,ATX Mid Tower,,Black,Case
Phanteks Enthoo EVOLV ATX TG,ATX Mid Tower,,Black,Case
be quiet! Dark Base Pro 900 Rev. 2,ATX Full Tower,,Black,Case
Corsair Carbide Series SPEC-06,ATX Mid Tower,,Black / Red,Case
Tempest Umbra,ATX Mid Tower,,Black,Case
Lian Li A4-H20 X3,Mini ITX Desktop,,Black,Case
DIYPC Rainbow-Flash-F4,ATX Mid Tower,121.81,Black,Case
Apevia Enzo,ATX Mid Tower,59.99,Black,Case
Silverstone FARA R1,ATX Mid Tower,,White,Case
Silverstone ALTA G1M,MicroATX Mid Tower,157.77,White,Case
In Win IW-MS04,Mini ITX Desktop,159.94,Black,Case
ADATA XPG DEFENDER PRO,ATX Mid Tower,89.99,Black,Case
KOLINK INSPIRE K5 RGB,ATX Mid Tower,,Black,Case
Antec DARK CUBE,MicroATX Mini Tower,367.8,Black,Case
Thermaltake Divider 300 TG,ATX Mid Tower,109.99,Black,Case
RAIJINTEK PAEAN M,MicroATX Mini Tower,89.99,Black,Case
Thermaltake View 300 MX Snow TG ARGB,ATX Mid Tower,144.98,White,Case
Antec DP505,ATX Mid Tower,88.0,White,Case
Jonsbo Jonsplus i100 Pro,Mini ITX Desktop,,Black,Case
Aerocool Atomic V1,MicroATX Mini Tower,,Black,Case
Inter-Tech X-908 Infini2,ATX Mid Tower,,Black,Case
darkFlash LEO,ATX Mid Tower,,Black,Case
Xigmatek Overtake,ATX Full Tower,,Black,Case
Rosewill THOR V2,ATX Full Tower,,White / Black,Case
Cooler Master Elite 431 Plus,ATX Mid Tower,,Black,Case
Fractal Design Node 605,HTPC,,Black,Case
Corsair Obsidian Series 350D Window,MicroATX Mid Tower,,Black,Case
NZXT H440,ATX Mid Tower,,White / Purple,Case
Corsair Carbide Series 600C,ATX Full Tower,,Black,Case
Corsair Carbide Series 275R,ATX Mid Tower,,White,Case
PrimoChill Praxis WetBench,ATX Test Bench,,Black,Case
NOX Hummer TG RGB,ATX Mid Tower,,Black,Case
Cooler Master MasterBox MB520 RGB,ATX Mid Tower,,Black,Case
GALAX REV-05,ATX Full Tower,,Black,Case
Lian Li LANCOOL 206,ATX Mid Tower,,White,Case
Geometric Future Model 6,ATX Mid Tower,99.9,Black / Yellow,Case
Cooler Master Masterbox 520,ATX Mid Tower,,White,Case
FSP Group CUT593P,ATX Full Tower,134.99,Black,Case
Thermaltake CTE C700 Air,ATX Mid Tower,119.99,White,Case
RAIJINTEK OPHION 7L,Mini ITX Desktop,,Black,Case
Azza Hive 450,ATX Mid Tower,68.99,Black,Case
Thermaltake CTE E600,ATX Mid Tower,179.99,White,Case
SHARKOON TG7M RGB,ATX Mid Tower,324.81,Black,Case
Cooler Master MasterBox NR200P,Mini ITX Desktop,,Blue,Case
Antec NX800,ATX Mid Tower,,,Case
In Win 303,ATX Mid Tower,,White,Case
Fractal Design Ridge PCIe 3.0,Mini ITX Tower,,White,Case
Thermaltake V3 Black Edition,ATX Mid Tower,,Black,Case
Phanteks Enthoo Pro,ATX Full Tower,,White,Case
Corsair Carbide Series 275R,ATX Mid Tower,,Black,Case
Montech Air 900 MESH,ATX Mid Tower,,Black,Case
MagniumGear NEO AIR (2023),ATX Mid Tower,,Black,Case
Azza Elise,MicroATX Mid Tower,69.98,Black / Pink,Case
Thermaltake Level 20 RS ARGB,ATX Mid Tower,119.96,Black,Case
Silverstone RVZ03B-ARGB,Mini ITX Desktop,158.63,Black,Case
Silverstone SETA A1,ATX Mid Tower,146.38,Pink / Silver,Case
ADATA XPG Battlecruiser II,ATX Mid Tower,179.99,Black,Case
Chieftec CI-02B-OP,MicroATX Desktop,,Black,Case
Azza Regis,ATX Mid Tower,399.99,Black,Case
Aerocool Menace Saturn RGB,ATX Mid Tower,78.64,Black,Case
be quiet! Silent Base 601,ATX Mid Tower,165.54,Black / Orange,Case
GameMax Master M905,ATX Full Tower,,Black,Case
Deepcool CK500,ATX Mid Tower,,Black,Case
Thermaltake Core G3,ATX Mid Tower,,Black,Case
Phanteks Enthoo EVOLV ITX TG,Mini ITX Desktop,,Black,Case
iTek DARK CAVE,ATX Mid Tower,,Black,Case
Apevia X-FIT-100,Mini ITX Tower,,Black,Case
EVGA Hadron,Mini ITX Tower,,Black,Case
NZXT H440,ATX Mid Tower,,Black / Green,Case
Phanteks Enthoo EVOLV ITX TG,Mini ITX Desktop,,Black / Red,Case
NZXT H200i,Mini ITX Tower,,White / Black,Case
SAMA ARK,ATX Full Tower,,Black / Blue,Case
Deepcool MATREXX 70,ATX Mid Tower,,Black,Case
NZXT Cyberpunk 2077 H710i,ATX Mid Tower,,Red / Black,Case
SilentiumPC Signum SG1X TG RGB,ATX Mid Tower,,Black,Case
Tecware Forge S,ATX Mid Tower,,Black,Case
Montech SKY ONE MINI,MicroATX Mini Tower,,Black,Case
CiT RAIDER RGB,ATX Mid Tower,,Black,Case
Chieftec BS-10B-300,MicroATX Mini Tower,238.95,Black,Case
Enermax MarbleShell MS31 RGB,ATX Mid Tower,,Black,Case
MSI MAG VAMPIRIC 300R MIDNIGHT GREEN,ATX Mid Tower,,Green,Case
KOLINK Inspire K10 ARGB,ATX Mid Tower,,Black,Case
Jonsbo V11,Mini ITX Tower,,Silver,Case
Zalman T5,MicroATX Mini Tower,,Black,Case
ADATA XPG VALOR MESH ARGB,ATX Mid Tower,,Black,Case
ENDORFY Signum 300 Core,ATX Mid Tower,,Black,Case
CiT S8i-300,MicroATX Desktop,,Black,Case
Phanteks EVOLV SHIFT 2 AIR,Mini ITX Tower,,Black,Case
Thermaltake View 21 Tempered Glass Edition,ATX Mid Tower,,Black,Case
Phanteks Enthoo EVOLV SHIFT X,Mini ITX Tower,,Black,Case
Deepcool TESSERACT BF,ATX Mid Tower,,Black / Red,Case
Deepcool KENDOMEN,ATX Mid Tower,,Black / Red,Case
Zalman Z1 NEO,ATX Mid Tower,,Black,Case
SHARKOON TG5,ATX Mid Tower,,Black,Case
Lian Li PC-V3000,ATX Full Tower,,Black,Case
Tecware Nexus,ATX Mid Tower,,Black,Case
Lian Li LANCOOL 205M,MicroATX Mid Tower,,White / Black,Case
SilentiumPC Signum SG1V EVO TG ARGB,ATX Mid Tower,,Black,Case
Tecware Forge M2,MicroATX Mid Tower,,Black / White,Case
Vetroo M05,MicroATX Mid Tower,,Green,Case
Vetroo AL800,ATX Mid Tower,,Pink,Case
Cooler Master MasterBox TD500 Mesh V2 Ryu,ATX Mid Tower,,White / Red,Case
Silverstone ML04 Type-C,HTPC,193.28,Black,Case
Apevia Destiny Flow,ATX Mid Tower,81.99,Black,Case
BitFenix Tracery,ATX Mid Tower,79.9,White,Case
GameMax Spark Pro,ATX Mid Tower,,White,Case
Azza Cube 802 RGB,ATX Mid Tower,336.99,Black,Case
Segotep Phoenix T1,ATX Mid Tower,119.99,White,Case
Azza Pyramid Mini 806,Mini ITX Tower,279.99,Silver / Black,Case
Aerocool Trinity Mini V3,MicroATX Mini Tower,,Black,Case
KOLINK Observatory Z,ATX Mid Tower,93.19,Black,Case
Aerocool Delta,ATX Mid Tower,,Black,Case
Jonsbo D41 STD Screen,ATX Mid Tower,,Black,Case
Cooler Master MasterBox MB400L with ODD,MicroATX Mini Tower,,Black,Case
Cougar Airface Pro RGB,ATX Mid Tower,,Black,Case
LC-Power Gaming 807W Stormwatch_X,ATX Mid Tower,,White,Case
SHARKOON RGB LIT 100,ATX Mid Tower,,Black,Case
Enermax StarryFort SF30,ATX Mid Tower,,Black,Case
Phanteks Eclipse P300,ATX Mid Tower,,,Case
Thermaltake View 37,ATX Mid Tower,,Black,Case
Thermaltake Level 20 HT,ATX Full Tower,,Black,Case
Apevia X-Master,HTPC,,Black,Case
Cooler Master HAF 922,ATX Mid Tower,,Black,Case
Zalman Z11,ATX Mid Tower,,Black,Case
Corsair Crystal 570X RGB Mirror Black,ATX Mid Tower,,Black,Case
FSP Group CMT210,ATX Mid Tower,,Black / Blue,Case
Phanteks Eclipse P300,ATX Mid Tower,,,Case
Cooler Master MasterBox Q300P,MicroATX Mini Tower,,Black,Case
GameMax Aero Mini,MicroATX Mini Tower,,Black / White,Case
Silverstone Precision PS15 RGB,MicroATX Mid Tower,78.45,Black,Case
In Win ModFree Base,ATX Full Tower,160.0,Black,Case
Cooler Master Elite 500 ODD,ATX Mid Tower,101.47,Black,Case
UNYKAch UK3002,MicroATX Desktop,,Black,Case
YEYIAN Dragoon,ATX Mid Tower,,Black,Case
Silverstone FTZ01-E,Mini ITX Desktop,148.13,Black,Case
MSI MPG GUNGNIR 100D,ATX Mid Tower,,Black / Red,Case
MSI MPG Quietude 100S,ATX Mid Tower,,Black,Case
Cooler Master MasterBox MB520,ATX Mid Tower,,Black,Case
Cooler Master CMP 520L,ATX Mid Tower,,Black,Case
Antec Three Hundred,ATX Mid Tower,,Black,Case
Cooler Master Cosmos II,ATX Full Tower,,Black / Silver,Case
Thermaltake Versa N21,ATX Mid Tower,,Black,Case
Fractal Design Meshify S2,ATX Mid Tower,,Black,Case
Antec DF800 FLUX,ATX Mid Tower,,White,Case
Corsair Graphite Series 600T,ATX Mid Tower,,White / Black,Case
NZXT Phantom 630,ATX Full Tower,,White,Case
In Win BQ656T.AD120TBL,Mini ITX Desktop,,Black,Case
Cooler Master N200,MicroATX Mini Tower,,Black,Case
NZXT Phantom 530,ATX Full Tower,,Black,Case
Cooler Master CM Storm Scout 2 Advanced,ATX Mid Tower,,Black,Case
Thermaltake Core V71,ATX Full Tower,,Black,Case
Cooler Master 690 III,ATX Mid Tower,,Black,Case
Enermax OSTROG,ATX Mid Tower,,Black / Red,Case
Zalman Z11 NEO,ATX Mid Tower,,Black,Case
NZXT H700i,ATX Mid Tower,,Black,Case
SHARKOON VG5,ATX Mid Tower,,Black,Case
Cooler Master MasterBox K500,ATX Mid Tower,,Black,Case
Lian Li LANCOOL ONE Digital,ATX Mid Tower,,Gold / White,Case
Cooler Master MasterBox TD500 Mesh White w/o Controller,ATX Mid Tower,,White,Case
Jonsbo V9,MicroATX Mini Tower,,Black,Case
darkFlash DLC29,ATX Mid Tower,,Black,Case
darkFlash Space,ATX Desktop,,Black,Case
Thermaltake CTE T500,ATX Full Tower,109.99,White,Case
Geometric Future M4 King Arthur,ATX Mid Tower,79.9,White,Case
Streacom DA2,Mini ITX Desktop,345.93,Silver,Case
Thermaltake Divider 200 TG Air Snow,MicroATX Mini Tower,149.96,White,Case
Aerocool Playa,ATX Mid Tower,,Black,Case
Azza Pyramid Mesh,ATX Mid Tower,399.99,Silver / Black,Case
Silverstone TJ08B-E,MicroATX Mini Tower,160.44,Black,Case
Thermaltake View 300 MX,ATX Mid Tower,144.98,Black,Case
darkFlash DLH21,Mini ITX Tower,129.44,White,Case
KOLINK Observatory Lite,ATX Mid Tower,,Black,Case
KOLINK Citadel Mesh ARGB,ATX Mid Tower,,Black,Case
Cougar MX330-G Air,ATX Mid Tower,,Black,Case
In Win B1,Mini ITX Desktop,,Black,Case
Thermaltake Divider 200 TG Air,MicroATX Mini Tower,303.6,White,Case
NOX Hummer ASTRA,ATX Mid Tower,,Black,Case
Thermaltake V200,ATX Mid Tower,,Black,Case
Fractal Design Define S2 Vision RGB,ATX Mid Tower,,Black,Case
Apex MW-107V,Mini ITX Tower,,Black / White,Case
Linkworld 617-03-c2228U,MicroATX Slim,,Black / Silver,Case
NZXT Phantom,ATX Full Tower,,Black,Case
Corsair Graphite Series 380T,Mini ITX Tower,,Black / Red,Case
